1510938220	59.622480
1510938225	74.254203
1510938230	76.500595
1510938235	74.805875
1510938295	75.368416
1510938300	73.470648
1510938310	75.187863
1510938355	74.945696
1510938360	75.280152
1510938365	75.696130
1510938370	73.965505
1510938375	76.016556
1510938380	74.145693
1510938385	75.956379
1510938390	74.456656
1510938395	76.556486
1510938400	73.666501
1510938405	76.328731
1510938410	74.098389
1510938415	76.001893
1510938420	73.851615
1510938425	76.030926
1510938430	74.061668
1510938435	76.158831
1510938440	74.254203
1510938445	76.500595
1510938450	74.805875
1510938455	75.319759
1510938460	74.549728
1510938465	76.025182
1510938470	74.951101
1510938475	74.741343
1510938480	75.329650
1510938485	74.826710
1510938490	75.300281
1510938495	75.132674
1510938500	76.061629
1510938505	74.077747
1510938510	75.894992
1510938515	74.604133
1510938520	76.290506
1510938525	73.371129
1510938530	76.437424
1510938535	73.639949
1510938540	76.465648
1510938545	74.012299
1510938550	76.267872
1510938555	74.071617
1510938560	76.056017
1510938565	74.340294
1510938570	76.234615
1510938575	74.610963
1510938580	75.257641
1510938585	74.736046
1510938590	75.460306
1510938595	74.611114
1510938600	75.908513
1510938605	75.374723
1510938610	74.702295
1510938615	75.238894
1510938620	75.280152
1510938625	75.696130
1510938630	73.873579
1510938635	76.016556
1510938640	74.050130
1510938645	75.956379
1510938650	74.456656
1510938655	76.556486
1510938660	73.643267
1510938665	76.325100
1510938670	74.098389
1510938675	76.001893
1510938680	73.868389
1510938685	75.956937
1510938690	73.941187
1510938695	76.223743
1510938700	74.254203
1510938705	76.500595
1510938710	74.782641
1510938715	75.292581
1510938720	74.549728
1510938725	75.877704
1510938730	75.050620
1510938735	74.649417
1510938740	75.329650
